"x","y"
30.0657395199204,36.8836903753657
45.0449729658319,91.8108080763993
55.8474353295929,39.8139934860049
54.7494672722481,41.1378830736627
48.789864530412,19.0304682135857
69.915281121594,94.218410340073
43.6721214488052,12.0837787151218
30.829935089768,27.3242506727575
55.2623887441197,83.1482737790902
60.9564650466894,18.5206828714157
36.3625536083857,45.936979084675
56.0246997377903,14.0611213933595
51.9809155112719,17.6377640262483
60.8848321227625,17.1183967106288
93.5036325976014,39.4968042089822
72.8602355547791,85.6100950357426
84.6964992648215,47.0930748087083
54.9674231713378,84.5364134416057
51.5629404880327,45.9074584045495
96.2430877254238,33.9494313106525
58.9930703895187,43.5084640576875
48.0429853339122,77.8733132874983
47.2861642458199,78.9090872596025
29.6251198430276,27.9028336608969
59.3365143965865,33.3598255823317
69.4136700045152,92.6020369277405
30.1272566455796,60.6549763853391
40.0308725820191,52.0913537459913
50.3808050102089,32.6002758421069
50.7290697301937,80.0884348595524
63.2416736657819,65.9757685391614
56.1646938683389,41.3535791584504
36.5384379985139,78.5692242312962
87.5792903540878,51.6566848824645
54.3051599070712,38.4080204651028
93.2962144038639,41.9932017177152
56.2195200288555,19.5255592992372
53.1859343549222,38.5853790175194
57.685782245935,58.1119104011145
61.4382226758703,98.757552317067
81.9119627153671,60.0238153146281
39.1220227087238,26.1068613340673
85.5862066633069,51.8347785347133
31.3647880623187,62.2614618299737
63.773304284781,10.2137355560544
52.0577167086458,82.176311941347
64.8226472893776,10.90717780781
57.361237328734,56.4427643396771
60.2552329984817,35.7263630601737
28.8365583462524,36.6828339273149
45.6392390746682,55.0541243710791
38.7090615636886,47.9732142096151
22.8835023751601,67.8412452469575
45.8286703141771,95.9512189862899
80.1925300330784,64.5331726681426
49.262743518624,96.887118258073
31.61378969766,32.6052806136015
72.3150326943561,85.1126271557475
44.9816448894188,6.26146671581273
45.2996075975637,91.8894851842365
68.2820145956729,20.6773523797565
48.2590485480725,10.1974965547386
51.5504132428272,8.48590813075348
33.7576850949125,30.8211971153007
41.7019393195386,25.4972885790336
53.2135648191672,39.0326975691291
60.4460008589224,56.8068429595497
22.2057766775263,62.6467138314192
61.4813623436476,66.5731018935914
32.131440365262,27.2655962441627
52.6861951205056,80.9090493006364
64.0757083576202,11.6739721392321
73.7461555865544,22.1037094454144
85.1009984192694,51.7864817060251
68.5110071708835,1.783648772877
65.0963145967066,24.0361748191416
66.0150946422091,19.1374175810704
32.0799329139567,26.8457156165586
33.0952898852499,42.2720424613221
66.8087720996177,8.21079048661931
39.3793736922085,32.8915355442759
42.8701096186056,91.008469249075
70.6141828325604,22.9079493856667
40.6068224691103,50.4075963635408
52.0987444440942,13.409586196101
66.8785138451944,8.54768261626566
47.2637180784336,28.9195980331535
76.4098610276743,77.8195188122907
42.965413719137,13.4363139696519
77.3555711186198,76.3910561808307
40.8056391936268,25.8764005600933
49.2854824128462,41.2396201139439
28.4025547687008,61.1327461329715
46.2063056141343,8.8019053730077
34.7852213245881,77.4825344087825
68.0635618103897,46.7959621063419
64.9043871324426,24.6948929539151
70.5721943279005,10.5861631294969
67.3174172108621,22.2043322036929
30.6932813678871,28.262608274146
52.6099791906882,54.8840720381724
36.0742089434868,25.5132054751856
56.7455763766194,17.0092292459055
93.2186831939211,37.325552010845
44.8435741035857,79.1151390715855
56.8991257216863,96.8337272823076
68.174967935805,9.03735080330696
45.3125251616277,9.13002059755978
45.1200495066787,36.4769928803736
75.0659989700108,22.1459210893354
51.5590343401941,55.8447974761341
54.9938521833924,87.0150532521586
68.246375182926,2.98167825456867
45.1910794024433,92.7857750995516
61.1169176273025,70.3844723691089
55.919358695611,53.1426656018757
48.2818886521582,95.6469012565924
39.9970525961946,85.9166087134963
63.778677505741,62.1914614201461
31.0291556918836,50.3365233380102
35.0338311201628,24.9500468009698
68.7098971509699,48.2004472427827
42.9606274525347,32.5079999273673
60.5590215631153,31.3699246220234
74.28567746964,9.82351048307626
64.2216433783835,9.02308366969302
57.1930949166621,84.3706951862378
55.3643391418378,55.7375512449885
47.7605304213329,97.5059185131873
58.6087161338289,42.9144410275366
77.8527248164553,73.5805557924043
70.6379591806288,88.0417809789878
46.5075055148126,53.0957677870535
65.0942044767891,20.9265396885765
32.6218847884857,31.0102490533083
